address|name|size|type
0x45a94f|sub_45A94F|137|library
0x45a9d8|sub_45A9D8|209|library
0x45aaa9|sub_45AAA9|499|library
0x45ac9c|sub_45AC9C|721|library
0x45af6d|sub_45AF6D|120|library
0x45afe5|sub_45AFE5|111|library
0x45b054|sub_45B054|279|library
0x45b16b|sub_45B16B|813|library
0x45b498|sub_45B498|679|library
0x45b73f|sub_45B73F|28|library
0x45b75b|sub_45B75B|134|library
0x45b7e1|sub_45B7E1|116|library
0x45b855|sub_45B855|5|library
0x45b85a|sub_45B85A|69|library
0x45b89f|sub_45B89F|84|library
0x45b8f3|sub_45B8F3|1508|library
0x45bf03|sub_45BF03|28|library
0x45bf1f|sub_45BF1F|28|library
0x45bf3b|sub_45BF3B|28|library
0x45bf57|sub_45BF57|5|library
0x45bf5c|sub_45BF5C|28|library
0x45bf78|sub_45BF78|5|library
0x45bf7d|sub_45BF7D|105|library
0x45bfe6|sub_45BFE6|38|library
0x45c00c|sub_45C00C|50|library
0x45c03e|sub_45C03E|53|library
0x45c073|sub_45C073|48|library
0x45c0a3|sub_45C0A3|77|library
0x45c0f0|sub_45C0F0|159|library
0x45c18f|sub_45C18F|139|library
0x45c21a|sub_45C21A|306|library
0x45c34c|sub_45C34C|97|library
0x45c3ad|sub_45C3AD|1175|library
0x45c844|sub_45C844|233|library
0x45c92d|sub_45C92D|78|library
0x45c97b|sub_45C97B|256|library
0x45ca7b|sub_45CA7B|50|library
0x45caad|sub_45CAAD|89|library
0x45cb06|sub_45CB06|342|library
0x45cc5c|_DirectSoundCreate8@12|6|library
0x45cc70|ov_clear|246|library
0x45cd70|ov_open_callbacks|76|library
0x45cdc0|_ov_open1|273|library
0x45cee0|sub_45CEE0|321|library
0x45d030|_get_next_page|190|library
0x45d0f0|_get_data|98|library
0x45d160|_ov_open2|65|library
0x45d1b0|sub_45D1B0|249|library
0x45d2b0|sub_45D2B0|274|library
0x45d3d0|sub_45D3D0|54|library
0x45d410|sub_45D410|540|library
0x45d630|sub_45D630|733|library
0x45d910|ov_open|69|library
0x45d960|_fseek64_wrap|32|library
0x45d980|ov_pcm_total|103|library
0x45d9f0|ov_pcm_seek|710|library
0x45dcc0|sub_45DCC0|55|library
0x45dd00|sub_45DD00|78|library
0x45dd50|sub_45DD50|698|library
0x45e010|ov_info|58|library
0x45e050|ov_read|862|library
0x45e3b0|host_is_big_endian|3|library
0x45e3c0|ogg_page_version|12|library
0x45e3d0|ogg_page_continued|13|library
0x45e3e0|ogg_page_bos|13|library
0x45e3f0|ogg_page_eos|13|library
0x45e400|ogg_page_granulepos|215|library
0x45e4e0|ogg_page_serialno|37|library
0x45e510|ogg_page_pageno|37|library
0x45e540|ogg_stream_init|98|library
0x45e5b0|ogg_stream_clear|69|library
0x45e600|ogg_page_checksum_set|161|library
0x45e6b0|sub_45E6B0|47|library
0x45e6e0|sub_45E6E0|68|library
0x45e730|sub_45E730|22|library
0x45e750|ogg_sync_clear|37|library
0x45e780|sub_45E780|122|library
0x45e800|sub_45E800|30|library
0x45e820|ogg_sync_pageseek|327|library
0x45e970|sub_45E970|739|library
0x45ec60|sub_45EC60|24|library
0x45ec80|sub_45EC80|76|library
0x45ecd0|sub_45ECD0|28|library
0x45ecf0|sub_45ECF0|21|library
0x45ed10|sub_45ED10|302|library
0x45ee40|sub_45EE40|18|library
0x45ee60|vorbis_comment_clear|108|library
0x45eed0|sub_45EED0|38|library
0x45ef00|vorbis_info_clear|355|library
0x45f070|sub_45F070|256|library
0x45f170|sub_45F170|46|library
0x45f1a0|sub_45F1A0|215|library
0x45f280|sub_45F280|216|library
0x45f360|sub_45F360|631|library
0x45f5e0|sub_45F5E0|76|library
0x45f630|sub_45F630|108|library
0x45f6a0|sub_45F6A0|105|library
0x45f710|vorbis_dsp_clear|81|library
0x45f770|sub_45F770|896|library
0x45faf0|vorbis_block_clear|581|library
0x45fd40|sub_45FD40|43|library
0x45fd70|sub_45FD70|1039|library
0x460180|sub_460180|88|library
0x4601e0|sub_4601E0|43|library
0x460210|sub_460210|342|library
0x460370|sub_460370|122|library
0x4603f0|sub_4603F0|31|library
0x460410|sub_460410|31|library
0x460430|sub_460430|1348|library
0x460980|sub_460980|1917|library
0x461100|sub_461100|41|library
0x461130|sub_461130|41|library
0x461160|sub_461160|25|library
0x461180|sub_461180|192|library
0x461240|sub_461240|96|library
0x4612a0|sub_4612A0|229|library
0x461390|sub_461390|1528|library
0x461990|sub_461990|159|library
0x461a30|sub_461A30|224|library
0x461b10|sub_461B10|194|library
0x461be0|sub_461BE0|306|library
0x461d20|sub_461D20|338|library
0x461e80|sub_461E80|138|library
0x461f10|sub_461F10|330|library
0x462060|sub_462060|201|library
0x462130|sub_462130|140|library
0x4621c0|sub_4621C0|351|library
0x462320|sub_462320|39|library
0x462350|sub_462350|195|library
0x462420|sub_462420|591|library
0x462670|sub_462670|23|library
0x462690|sub_462690|995|library
0x462a80|sub_462A80|206|library
0x462b50|sub_462B50|101|library
0x462bc0|sub_462BC0|16|library
0x462bd0|sub_462BD0|79|library
0x462c20|sub_462C20|383|library
0x462da0|sub_462DA0|102|library
0x462e10|sub_462E10|491|library
0x463000|sub_463000|193|library
0x4630d0|sub_4630D0|29|library
0x4630f0|sub_4630F0|96|library
0x463150|sub_463150|83|library
0x4631b0|sub_4631B0|968|library
0x463580|sub_463580|27|library
0x4635a0|sub_4635A0|574|library
0x4637e0|sub_4637E0|52|library
0x463820|sub_463820|295|library
0x463950|sub_463950|96|library
0x4639b0|sub_4639B0|507|library
0x463bb0|sub_463BB0|880|library
0x463f40|sub_463F40|373|library
0x4640c0|sub_4640C0|443|library
0x464280|sub_464280|211|library
0x464360|sub_464360|21|library
0x464380|sub_464380|93|library
0x4643e0|sub_4643E0|38|library
0x464410|sub_464410|423|library
0x4645c0|sub_4645C0|448|library
0x464780|sub_464780|1122|library
0x464bf0|sub_464BF0|2992|library
0x4657a0|sub_4657A0|55|library
0x4657e0|sub_4657E0|32|library
0x465800|sub_465800|395|library
0x465990|sub_465990|53|library
0x4659d0|sub_4659D0|110|library
0x465a40|sub_465A40|320|library
0x465b80|sub_465B80|469|library
0x465d60|sub_465D60|59|library
0x465da0|sub_465DA0|1281|library
0x4662b0|sub_4662B0|1269|library
0x4667b0|sub_4667B0|140|library
0x466840|sub_466840|279|library
0x466960|sub_466960|1152|library
0x466de0|sub_466DE0|49|library
0x466e20|sub_466E20|16|library
0x466e30|sub_466E30|31|library
0x466e50|sub_466E50|325|library
0x466fa0|mapping0_unpack|456|library
0x467170|sub_467170|2421|library
0x467af0|sub_467AF0|33|library
0x467b20|sub_467B20|952|library
0x467ee0|sub_467EE0|31|library
0x467f00|sub_467F00|122|library
0x467f80|sub_467F80|235|library
0x468070|sub_468070|22|library
0x468090|sub_468090|311|library
0x4681d0|sub_4681D0|468|library
0x468410|sub_468410|534|library
0x468630|sub_468630|286|library
0x468750|sub_468750|81|library
0x4687b0|sub_4687B0|428|library
0x468960|sub_468960|618|library
0x468bd0|sub_468BD0|83|library
0x468c30|sub_468C30|554|library
0x468e60|sub_468E60|88|library
0x468ec0|sub_468EC0|63|library
0x468f00|sub_468F00|415|library
0x4690a0|sub_4690A0|345|library
0x469200|sub_469200|405|library
0x4693a0|sub_4693A0|31|library
0x4693c0|sub_4693C0|31|library
0x4693e0|sub_4693E0|446|library
0x4695a0|sub_4695A0|19|library
0x4695c0|sub_4695C0|554|library
0x4697f0|sub_4697F0|514|library
0x469a10|sub_469A10|21|library
0x469a30|sub_469A30|1167|library
0x469ec0|sub_469EC0|72|library
0x469f10|sub_469F10|499|library
0x46a110|sub_46A110|47|library
0x46a140|sub_46A140|505|library
0x46a340|sub_46A340|556|library
0x46a570|sub_46A570|35|library
0x46a5a0|sub_46A5A0|165|library
0x46a650|sub_46A650|1497|library
0x46ac40|sub_46AC40|16|library
0x46ac50|sub_46AC50|140|library
0x46ace0|sub_46ACE0|743|library
0x46afd0|sub_46AFD0|261|library
0x46b0e0|sub_46B0E0|188|library
0x46b1a0|sub_46B1A0|31|library
0x46b550|sub_46B550|348|library
0x46b6b0|vorbis_lsp_to_curve|369|library
0x46b830|vorbis_coslook|71|library
0x46b880|vorbis_invsqlook|77|library
0x46b8d0|vorbis_invsq2explook|12|library
0x46b8e0|vorbis_fromdBlook|90|library
0x46b940|??2@YAPAXI@Z|14|library
0x46b94e|__fpmath|23|library
0x46b965|nullsub_10|1|library
0x46b966|__cfltcvt_init|56|library
0x46b99e|??3@YAXPAX@Z|11|library
0x46b9ac|__ftol|39|library
0x46b9e0|_strncpy|254|library
0x46bade|__onexit|109|library
0x46bb4b|_atexit|18|library
0x46bb5d|___onexitinit|47|library
0x46bb8c|__global_unwind2|32|library
0x46bbac|__unwind_handler|34|library
0x46bbce|__local_unwind2|104|library
0x46bc36|__abnormal_termination|35|library
0x46bc59|__NLG_Notify1|9|library
0x46bc62|__NLG_Notify|24|library
0x46bc84|__except_handler3|189|library
0x46bd41|__seh_longjmp_unwind@4|27|library
0x46bd5c|_fgetc|26|library
0x46bd76|_fread|232|library
0x46be5e|_fclose|86|library
0x46beb4|__filelength|120|library
0x46bf2c|__fsopen|32|library
0x46bf4c|_fopen|19|library
0x46bf5f|_fwrite|266|library
0x46c069|_vsprintf|81|library
0x46c0c0|__chkstk|47|library
0x46c0ef|_strftime|27|library
0x46c10a|__Strftime|176|library
0x46c1ba|__expandtime|1007|library
0x46c5a9|__store_str|39|library
0x46c5d0|__store_num|111|library
0x46c63f|__store_number|73|library
0x46c688|__store_winword|719|library
0x46c957|_localtime|352|library
0x46cab7|_time|220|library
0x46cb93|_free|105|library
0x46cbfc|__tempnam|411|library
0x46cd97|__stripquote|76|library
0x46ce00|_strchr|188|library
0x46cec0|_memmove|821|library
0x46d200|_strspn|62|library
0x46d240|_strstr|128|library
0x46d2c0|_sprintf|82|library
0x46d312|_atol|139|library
0x46d39d|_atoi|11|library
0x46d3a8|_isalpha|46|library
0x46d3d6|_isdigit|40|library
0x46d3fe|_isspace|40|library
0x46d426|_isalnum|46|library
0x46d460|_strncmp|56|library
0x46d498|_sscanf|52|library
0x46d4cc|__purecall|7|library
0x46d4d5|_fseek|140|library
0x46d561|_ftell|344|library
0x46d6b9|__cinit|45|library
0x46d6e6|_exit|17|library
0x46d6f7|__exit|17|library
0x46d708|_doexit|153|library
0x46d7a1|__initterm|26|library
0x46d7c0|_strcspn|62|library
0x46d7fe|_rename|46|library
0x46d82c|_remove|42|library
0x46d856|_fflush|59|library
0x46d891|__flush|92|library
0x46d8ed|_flushall|9|library
0x46d8f6|_flsall|109|library
0x46d963|_fputs|67|library
0x46d9a6|_srand|10|library
0x46d9b0|_rand|30|library
0x46d9ce|__itoa|45|library
0x46d9fb|_xtoa|92|library
0x46da57|__ultoa|27|library
0x46da72|_qsort|340|library
0x46dbc6|_shortsort|78|library
0x46dc14|_swap|44|library
0x46dc40|_rewind|84|library
0x46dc94|_fputc|36|library
0x46dcb8|_fprintf|50|library
0x46dcea|___initstdio|165|library
0x46dd8f|___endstdio|20|library
0x46ddb0|_memchr|165|library
0x46de55|_WinMainCRTStartup|246|library
0x46df4b|__amsg_exit|34|library
0x46df70|_fast_error_exit|35|library
0x46df94|_floor|207|library
0x46e064|_longjmp|120|library
0x46e160|__CIpow|25|library
0x46e179|_pow|9|library
0x46e182|sub_46E182|467|library
0x46e355|sub_46E355|40|library
0x46e37d|?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z|45|library
0x46e3b1|?_CallMemberFunction0@@YGXPAX0@Z|7|library
0x46e3b8|?_CallMemberFunction1@@YGXPAX00@Z|7|library
0x46e3bf|?_UnwindNestedFrames@@YGXPAUEHRegistrationNode@@PAUEHExceptionRecord@@@Z|79|library
0x46e40e|___CxxFrameHandler|54|library
0x46e444|?_CallCatchBlock2@@YAPAXPAUEHRegistrationNode@@PBU_s_FuncInfo@@PAXHK@Z|84|library
0x46e498|?CatchGuardHandler@@YA?AW4_EXCEPTION_DISPOSITION@@PAUEHExceptionRecord@@PAUCatchGuardRN@@PAX2@Z|37|library
0x46e4bd|?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z|180|library
0x46e571|?TranslatorGuardHandler@@YA?AW4_EXCEPTION_DISPOSITION@@PAUEHExceptionRecord@@PAUTranslatorGuardRN@@PAX2@Z|117|library
0x46e5e6|?_GetRangeOfTrysToCheck@@YAPBU_s_TryBlockMapEntry@@PBU_s_FuncInfo@@HHPAI1@Z|123|library
0x46e664|__EH_prolog|31|library
0x46e683|_malloc|18|library
0x46e695|__nh_malloc|44|library
0x46e6c1|__heap_alloc|116|library
0x46e735|_calloc|177|library
0x46e7f0|__alldiv|170|library
0x46e89a|_realloc|672|library
0x46eb40|__allmul|52|library
0x46eb80|__allshl|31|library
0x46ebc1|_toupper|204|library
0x46ec8d|_ceil|207|library
0x46ed5c|_ldexp|486|library
0x46ef42|_frexp|176|library
0x46f000|__CIacos|20|library
0x46f014|_acos|9|library
0x46f01d|sub_46F01D|174|library
0x46f0cb|__setdefaultprecision|18|library
0x46f0dd|__ms_p5_test_fdiv|62|library
0x46f11b|__ms_p5_mp_test_fdiv|41|library
0x46f144|__forcdecpt|90|library
0x46f19e|__cropzeros|78|library
0x46f1ec|__positive|24|library
0x46f204|__fassign|62|library
0x46f242|__cftoe|260|library
0x46f346|__cftof|222|library
0x46f424|__cftog|155|library
0x46f4bf|__cftoe_g|39|library
0x46f4e6|__cftof_g|35|library
0x46f509|__cfltcvt|81|library
0x46f55a|__shift|37|library
0x46f57f|__msize|97|library
0x46f5e0|__filbuf|217|library
0x46f6b9|__read|502|library
0x46f8b0|_memcpy|821|library
0x46fbe5|__close|179|library
0x46fc98|__freebuf|43|library
0x46fcc3|__lseek|154|library
0x46fd5d|__ioinit|427|library
0x46ff08|__openfile|368|library
0x470078|__getstream|120|library
0x4700f0|__flsbuf|277|library
0x470205|__write|429|library
0x4703b2|__output|1825|library
0x470af3|_write_char|53|library
0x470b28|_write_multi_char|49|library
0x470b59|_write_string|56|library
0x470b91|_get_int_arg|13|library
0x470b9e|_get_int64_arg|16|library
0x470bae|_get_short_arg|14|library
0x470bc0|_strcpy|7|library
0x470bd0|_strcat|224|library
0x470cb0|_strlen|123|library
0x470d2b|___tzset|21|library
0x470d40|__tzset|606|library
0x470f9e|__isindst|428|library
0x47114a|_cvtdate|320|library
0x471290|__strcmpi|140|library
0x47131c|_gmtime|249|library
0x471415|___loctotime_t|194|library
0x4714d7|sub_4714D7|45|library
0x471504|__heap_select|328|library
0x47164c|__heap_init|93|library
0x4716a9|___sbh_heap_init|72|library
0x4716f1|___sbh_find_block|43|library
0x47171c|__sbh_free_block|809|library
0x471a45|___sbh_alloc_block|777|library
0x471d4e|___sbh_alloc_new_region|177|library
0x471dff|___sbh_alloc_new_group|251|library
0x471efa|___sbh_resize_block|758|library
0x4721f0|__old_sbh_new_region|324|library
0x472334|__old_sbh_release_region|86|library
0x47238a|__old_sbh_decommit_pages|194|library
0x47244c|__old_sbh_find_region|87|library
0x4724a3|__old_sbh_free_block|69|library
0x4724e8|__old_sbh_alloc_block|520|library
0x4726f0|__old_sbh_alloc_block_from_page|292|library
0x472814|__old_sbh_resize_block|169|library
0x4728bd|__rmtmp|60|library
0x4728f9|__mbsrchr|96|library
0x472959|__access|68|library
0x47299d|_getenv|125|library
0x472a1a|__isctype|117|library
0x472a8f|__input|2597|library
0x4734b4|__hextodec|55|library
0x4734eb|_fgetc_0|26|library
0x473505|__un_inc|23|library
0x47351c|__whiteout|36|library
0x473540|__dosmaperr|103|library
0x4735a7|__commit|87|library
0x4735fe|__stbuf|141|library
0x47368b|__ftbuf|61|library
0x4736d0|__aulldiv|104|library
0x473740|__aullrem|117|library
0x4737b5|__fcloseall|88|library
0x47380d|__XcptFilter|321|library
0x47394e|_xcptlookup|67|library
0x473991|__wincmdln|88|library
0x4739e9|__setenvp|185|library
0x473aa2|__setargv|153|library
0x473b3b|_parse_cmdline|436|library
0x473cef|___crtGetEnvironmentStringsA|306|library
0x473e21|__FF_MSGBANNER|57|library
0x473e5a|__NMSG_WRITE|339|library
0x473fad|__handle_qnan1|83|library
0x474000|__handle_qnan2|95|library
0x47405f|__except1|152|library
0x4740f7|__except2|165|library
0x47419c|__raise_exc|691|library
0x47444f|__handle_exc|535|library
0x474666|__umatherr|136|library
0x4746ee|__set_errno|38|library
0x474714|__get_fname|37|library
0x474739|__errcode|45|library
0x474766|__frnd|18|library
0x474778|__set_exp|41|library
0x4747a1|__sptype|90|library
0x4747fb|__decomp|193|library
0x4748bc|__statfp|14|library
0x4748ca|__clrfp|15|library
0x4748d9|__ctrlfp|35|library
0x4748fc|__set_statfp|86|library
0x474952|__rt_probe_read4@4|101|library
0x4749c0|fFYTOX|120|library
0x474aa7|zerotoxdone|1|library
0x474af2|_expbigret|1|library
0x474b1e|__ffexpm1|67|library
0x474b61|_isintTOS|37|library
0x474b86|_isintTOSret|1|library
0x474bc6|noerror|1|library
0x474bd0|__trandisp1|103|library
0x474d89|__rttosnpopde|10|library
0x474d99|chsifnegret|1|library
0x474da0|__startTwoArgErrorHandling|23|library
0x474db7|__startOneArgErrorHandling|60|library
0x474e00|__twoToTOS|21|library
0x474e15|__load_CW|23|library
0x474e2c|__convertTOStoQNaN|25|library
0x474e45|__fload_withFB|67|library
0x474e88|__checkTOS_withFB|22|library
0x474ed5|__check_overflow_exit|20|library
0x474ee9|__check_range_exit|163|library
0x474f8c|__powhlp|304|library
0x4750bc|__d_inttype|101|library
0x475121|___InternalCxxFrameHandler|155|library
0x4751bc|?FindHandler@@YAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PAXPBU_s_FuncInfo@@EH1@Z|423|library
0x475363|?FindHandlerForForeignException@@YAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PAXPBU_s_FuncInfo@@HH1@Z|168|library
0x47540b|?TypeMatch@@YAHPBU_s_HandlerType@@PBU_s_CatchableType@@PBU_s_ThrowInfo@@@Z|93|library
0x475468|___FrameUnwindToState|158|library
0x475506|___FrameUnwindFilter|22|library
0x47551c|?CatchIt@@YAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PAXPBU_s_FuncInfo@@PBU_s_HandlerType@@PBU_s_CatchableType@@PBU_s_TryBlockMapEntry@@H1E@Z|123|library
0x475597|?CallCatchBlock@@YAPAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PBU_s_FuncInfo@@PAXHK@Z|268|library
0x4756a3|?ExFilterRethrow@@YAHPAU_EXCEPTION_POINTERS@@@Z|42|library
0x4756cd|?BuildCatchObject@@YAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PBU_s_HandlerType@@PBU_s_CatchableType@@@Z|452|library
0x475891|___DestructExceptionObject|103|library
0x4758f8|?AdjustPointer@@YAPAXPAXABUPMD@@@Z|35|library
0x475920|__CallSettingFrame@12|76|library
0x47596c|terminate|86|library
0x4759c2|__inconsistency|86|library
0x475a18|__callnewh|27|library
0x475a40|_memset|88|library
0x475a98|___crtLCMapStringA|548|library
0x475cbc|_strncnt|43|library
0x475ce7|__copysign|33|library
0x475d08|__fpclass|146|library
0x475d9a|__control87|53|library
0x475dcf|__controlfp|22|library
0x475de5|__abstract_cw|146|library
0x475e77|__hw_cw|137|library
0x475f00|_tolower|203|library
0x475fcb|__ZeroTail|73|library
0x476014|__IncMan|86|library
0x47606a|__RoundMan|140|library
0x4760f6|__CopyMan|27|library
0x476111|__FillZeroMan|12|library
0x47611d|__IsZeroMan|27|library
0x476138|__ShrMan|141|library
0x4761c5|__ld12cvt|364|library
0x476331|__ld12tod|22|library
0x476347|__ld12tof|22|library
0x47635d|_atodbl|45|library
0x47638a|_atoflt|45|library
0x4763b7|__fptostr|119|library
0x47642e|__fltout|100|library
0x476492|___dtold|182|library
0x476548|__fptrap|7|library
0x476551|__getbuf|68|library
0x476595|__alloc_osfhnd|149|library
0x47662a|__set_osfhnd|119|library
0x4766a1|__free_osfhnd|122|library
0x47671b|__get_osfhandle|61|library
0x476758|__sopen|697|library
0x476a11|__isatty|38|library
0x476a37|_wctomb|104|library
0x476aa0|_strcmp|132|library
0x476b24|_strtol|23|library
0x476b3b|_strtoxl|520|library
0x476d43|__setmbcp|409|library
0x476edc|_getSystemCP|74|library
0x476f26|_CPtoLCID|51|library
0x476f59|_setSBCS|41|library
0x476f82|_setSBUpLow|389|library
0x477107|___initmbctable|28|library
0x477130|_strrchr|39|library
0x477157|__mbsnbicoll|63|library
0x477196|___wtomb_environ|110|library
0x477204|___crtGetStringTypeA|329|library
0x47734d|_mbtowc|200|library
0x477415|_ungetc|110|library
0x477483|__ismbblead|17|library
0x477494|_x_ismbbtype|49|library
0x4774c5|___crtMessageBoxA|137|library
0x47754e|__matherr|3|library
0x477560|unknown_libname_5|279|library
0x477677|unknown_libname_6|1183|library
0x477b16|unknown_libname_7|19|library
0x477b29|unknown_libname_8|19|library
0x477d51|unknown_libname_18|21|library
0x477d66|unknown_libname_19|518|library
0x477f6c|unknown_libname_20|178|library
0x47801e|unknown_libname_21|518|library
0x478224|unknown_libname_22|181|library
0x4782eb|__87except|208|library
0x4783bb|?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z|70|library
0x478401|__CxxSetUnhandledExceptionFilter|17|library
0x478412|__CxxRestoreUnhandledExceptionFilter|13|library
0x47841f|?_ValidateRead@@YAHPBXI@Z|28|library
0x47843b|?_ValidateWrite@@YAHPAXI@Z|28|library
0x478457|?_ValidateExecute@@YAHP6GHXZ@Z|24|library
0x478486|___addl|33|library
0x4784a7|___add_12|94|library
0x478505|___shl_12|46|library
0x478533|___shr_12|45|library
0x478560|___mtold12|199|library
0x478627|___strgtold12|1185|library
0x478af8|_$I10_OUTPUT|659|library
0x478d8b|__chsize|326|library
0x478ed1|___crtCompareStringA|637|library
0x47914e|___crtsetenv|391|library
0x4792d5|_findenv|88|library
0x47932d|_copy_environ|103|library
0x479394|_raise|301|library
0x4794c1|_siglookup|69|library
0x479506|___ld12mul|544|library
0x479726|___multtenpow12|124|library
0x4797a2|__setmode|118|library
0x479818|__mbschr|115|library
0x47988b|__strdup|43|library
0x4798c0|_RtlUnwind@16|6|library
0x4798d0|oggpack_writeinit|54|library
0x479910|oggpack_writealign|30|library
0x479930|oggpack_writeclear|35|library
0x479960|oggpack_readinit|40|library
0x479990|oggpack_write|244|library
0x479a90|oggpack_look|167|library
0x479b40|oggpack_adv|45|library
0x479b70|oggpack_read|205|library
0x479c40|oggpack_bytes|24|library
0x479c60|__strlwr|158|library
0x479cfe|__strupr|158|library
